customer_id,first_name,last_name,gender,age,region,income_bracket
1061,Upkaar,Doctor,F,55,Panaji,High
1062,Wridesh,Shetty,M,32,Aizawl,High
1063,Baghyawati,Dalal,M,55,Dispur,Low
1064,Aadi,Bhatt,M,24,Kolkata,High
1065,Brinda,Pall,M,54,Thiruvananthapuram,High
1066,Sathvik,Deshpande,M,51,Srinagar,High
1067,Ria,Shan,F,41,Bengaluru,Low
1068,Jagat,Kakar,O,45,Gangtok,High
1069,Pahal,Kala,M,56,Shimla,High
1070,Eshana,Konda,F,21,Amaravati,Medium
1071,Ijaya,Pillay,M,27,Bhubaneswar,Low
1072,Yoshita,Batta,O,63,Raipur,Low
1073,Hemani,Kapur,F,53,Dispur,Medium
1074,Jeremiah,Kala,F,32,Dispur,Medium
1075,Ishanvi,Bhavsar,F,57,Ranchi,Low
1076,Reva,Mallick,O,27,Gangtok,Medium
1077,Manan,Mishra,F,20,Shillong,High
1078,Yash,Deo,M,64,Chandigarh,Medium
1079,Tejas,Behl,F,52,Kolkata,High
1080,Yasti,Kant,M,29,Lucknow,Medium
1081,Saksham,Saini,M,32,Panaji,Low
1082,Nandini,Ram,F,38,Delhi,High
1083,Netra,Apte,F,24,Chandigarh,Medium
1084,Oscar,Sule,M,54,Delhi,Medium
1085,Suhani,Vasa,F,60,Bengaluru,Low
1086,Sara,Dewan,F,59,Delhi,High
1087,Vanya,Pillay,M,35,Agartala,High
1088,Zilmil,Bora,M,46,Amaravati,High
1089,Suhani,Cheema,M,35,Raipur,Low
1090,Indali,Natarajan,M,62,Chandigarh,Low
1091,Urmi,Oak,M,31,Lucknow,High
1092,Gautam,Venkatesh,O,64,Srinagar,High
1093,Urvi,Dalal,F,61,Kohima,High
1094,Falan,Thakkar,M,51,Ranchi,Low
1095,Ayush,Thaman,F,61,Gandhinagar,High
1096,Warinder,Kumer,F,59,Ranchi,Medium
1097,Barkha,Balakrishnan,O,48,Lucknow,High
1098,Pranit,Balay,F,36,Kolkata,Low
1099,Tristan,Oak,O,21,Thiruvananthapuram,Medium
1100,Tanvi,Tiwari,M,28,Raipur,Low
1101,Oliver,Kata,M,49,Dispur,High
1102,Charita,Patla,M,40,Itanagar,Low
1103,Imaran,Oza,O,45,Hyderabad,Medium
1104,Ridhi,Hora,O,37,Shimla,High
1105,Baljiwan,Prabhu,M,27,Raipur,High
1106,Ishanvi,Rajagopalan,M,47,Panaji,Medium
1107,Anirudh,Morar,M,49,Lucknow,High
1108,Rajeshri,Goyal,M,55,Raipur,High
1109,Faras,Talwar,O,63,Gandhinagar,High
1110,Gabriel,Bora,F,51,Mumbai,Medium
1111,Siya,Bassi,M,28,Itanagar,Low
1112,Geetika,Patil,F,33,Bhopal,Low
1113,Nathaniel,Datta,F,41,Delhi,Medium
1114,Libni,Gulati,M,59,Shimla,Medium
1115,Meera,Uppal,F,18,Bhubaneswar,Low
1116,Ekaraj,Bhatnagar,M,55,Agartala,Medium
1117,Harsh,Koshy,M,48,Lucknow,High
1118,Vrishti,Datta,M,53,Chandigarh,Low
1119,Chakrika,Kari,O,46,Kolkata,Low
1120,Isha,Patel,O,26,Patna,Low
1121,Anita,Radhakrishnan,O,38,Mumbai,Medium
1122,Omya,Basu,O,40,Bhopal,Medium
1123,Oscar,Anand,O,30,Srinagar,Medium
1124,Jai,Acharya,O,46,Chandigarh,Medium
1125,Jeevika,Bassi,F,33,Amaravati,High
1126,Udant,Jayaraman,M,57,Chennai,Low
1127,Lajita,Oommen,O,52,Kolkata,Low
1128,Yatin,Kibe,O,40,Shillong,Medium
1129,Fariq,Ramachandran,F,28,Thiruvananthapuram,High
1130,Vansha,Barad,M,38,Shimla,Low
1131,Ikshita,Upadhyay,M,63,Lucknow,Low
1132,Darika,Dalal,F,38,Shimla,High
1133,Jason,Kashyap,M,18,Bhubaneswar,Low
1134,Ishanvi,Wali,F,58,Shillong,Medium
1135,Udyati,Kade,O,44,Hyderabad,Medium
1136,Chanakya,Sha,M,63,Mumbai,Medium
1137,Wahab,Pradhan,F,59,Kohima,High
1138,Yauvani,Atwal,M,34,Chennai,High
1139,Ethan,Guha,M,57,Ranchi,Low
1140,Vaishnavi,Pai,F,21,Jaipur,Low
1141,Falak,Tank,O,52,Dispur,Low
1142,Yug,Pall,M,36,Gandhinagar,Low
1143,Azaan,Golla,O,58,Shimla,Low
1144,Ira,Bahri,M,56,Bhubaneswar,Medium
1145,Neha,Bath,M,43,Shimla,High
1146,Victor,Devan,O,53,Kohima,Medium
1147,Reyansh,Badal,M,47,Chandigarh,High
1148,Jagdish,Wali,M,21,Gangtok,High
1149,Oviya,Sarkar,F,32,Mumbai,High
1150,Abeer,Bandi,O,32,Gandhinagar,Low
1151,Jagdish,Majumdar,M,24,Aizawl,Low
1152,Vihaan,Sastry,F,18,Bengaluru,High
1153,Yatan,Kale,M,55,Kolkata,Low
1154,Maanas,Muni,O,44,Kohima,Medium
1155,Yashoda,Kamdar,F,30,Gangtok,Medium
1156,Lucky,Thakur,F,27,Bengaluru,Medium
1157,Zaitra,Sem,M,31,Chandigarh,Medium
1158,Abha,Pai,M,63,Dispur,High
1159,Jeremiah,Agrawal,O,18,Shillong,Low
1160,Chaitanya,Prashad,O,41,Patna,Low
1161,Vanya,Mittal,F,47,Thiruvananthapuram,Low
1162,Teerth,Dhingra,F,46,Jaipur,Medium
1163,Lucky,Bobal,F,49,Amaravati,High
1164,Advik,Loyal,O,46,Lucknow,Low
1165,Gaurangi,Buch,M,55,Srinagar,High
1166,Ekanta,Chopra,M,32,Kolkata,Medium
1167,Reyansh,Andra,M,50,Kolkata,High
1168,Qarin,Ramanathan,M,50,Shimla,High
1169,Manthan,Nanda,F,30,Mumbai,Medium
1170,Dayamai,Mammen,M,62,Kolkata,Low
1171,Teerth,Ganesh,M,59,Dispur,High
1172,Amaira,Kuruvilla,M,26,Agartala,Low
1173,Chatura,Master,O,37,Shillong,High
1174,Harish,Toor,O,48,Kohima,Low
1175,Dayita,Chaudhary,O,51,Chennai,Low
1176,Chasmum,Thakur,M,46,Bhopal,High
1177,Balendra,Vala,F,47,Srinagar,Low
1178,Chakradev,Gandhi,M,28,Srinagar,Medium
1179,Libni,Vig,F,33,Itanagar,High
1180,Pratyush,Kata,M,58,Delhi,High
1181,Hemani,Hayre,M,39,Chennai,Medium
1182,Qadim,Reddy,F,36,Panaji,High
1183,Deepa,Kale,O,65,Imphal,Medium
1184,Ansh,Prabhakar,O,34,Chennai,Low
1185,Diya,Ben,O,32,Shimla,High
1186,Dhriti,Rajan,M,59,Bengaluru,Low
1187,Tanmayi,Ghosh,F,65,Thiruvananthapuram,Medium
1188,Warinder,Bal,O,34,Hyderabad,Low
1189,Mason,Murthy,O,57,Chennai,Low
1190,Nimrat,Singh,F,63,Bhubaneswar,Medium
1191,Tarak,Swaminathan,F,34,Lucknow,Low
1192,Vritti,Balakrishnan,M,21,Gangtok,High
1193,Kevin,Mital,O,50,Imphal,High
1194,Hemang,Kapadia,O,56,Jaipur,Low
1195,Gagan,Banik,M,59,Ranchi,High
1196,Charvi,Sampath,O,36,Ranchi,Low
1197,Nakul,Dyal,M,59,Hyderabad,High
1198,Deepa,Mangal,M,32,Bengaluru,Low
1199,Arya,Buch,M,22,Delhi,Medium
1200,Azad,Gour,O,49,Gangtok,Medium
1201,Gabriel,Goel,F,21,Kolkata,Low
1202,Ekantika,Balan,O,20,Thiruvananthapuram,Medium
1203,Urmi,Shah,F,51,Patna,Low
1204,George,Rout,F,49,Dehradun,Medium
1205,Widisha,Dua,O,57,Itanagar,High
1206,Aarini,Pant,F,22,Raipur,Low
1207,Yahvi,Mahajan,O,63,Chandigarh,Low
1208,Anamika,Dhar,F,36,Mumbai,Low
1209,Manbir,Thakur,M,24,Lucknow,Low
1210,Gaurangi,Chokshi,M,35,Dehradun,Medium
1211,Triya,Goswami,M,29,Kolkata,Low
1212,Robert,Goel,F,44,Agartala,Medium
1213,Zehaan,Singhal,O,41,Agartala,Low
1214,Amara,Chokshi,O,58,Mumbai,Low
1215,Chasmum,Hans,M,33,Shillong,Low
1216,Kritika,Kata,O,29,Amaravati,Low
1217,Rohan,Palla,M,37,Bhubaneswar,Low
1218,Azad,Pant,F,40,Gandhinagar,Medium
1219,Anjali,Loyal,M,35,Amaravati,High
1220,Oliver,Narula,M,23,Chennai,Medium
1221,Anvi,Johal,M,40,Gangtok,Medium
1222,Zaitra,Prabhu,F,62,Srinagar,High
1223,Ojasvi,Pau,F,35,Hyderabad,Low
1224,Lohit,Desai,F,50,Shimla,High
1225,Libni,Mohan,O,20,Dispur,Medium
1226,Odika,Venkatesh,O,27,Agartala,High
1227,Charan,Mannan,M,64,Mumbai,Low
1228,Kalpit,Tailor,O,47,Patna,High
1229,Rudra,Uppal,F,39,Kolkata,Low
1230,Kabir,Walia,F,49,Gandhinagar,Low
1231,Samaksh,Ramesh,O,46,Kolkata,Low
1232,Yuvraj,Thakur,M,44,Thiruvananthapuram,Low
1233,Anvi,Ganguly,M,34,Thiruvananthapuram,Low
1234,Kabir,Purohit,O,20,Dehradun,High
1235,Ranbir,Jain,O,46,Mumbai,High
1236,Raksha,Kata,M,39,Aizawl,Medium
1237,Daniel,Pau,O,38,Lucknow,High
1238,Laban,Gola,F,57,Shimla,High
1239,Janaki,Swamy,F,50,Itanagar,High
1240,Mohammed,Andra,O,26,Raipur,High
1241,Baljiwan,Chaudry,M,57,Imphal,Low
1242,Eta,Venkatesh,O,44,Patna,Medium
1243,Ayush,Sridhar,O,50,Ranchi,Low
1244,Joshua,Nath,F,29,Raipur,Low
1245,Sanaya,Mohan,O,38,Gandhinagar,Low
1246,Jhalak,Varghese,F,53,Raipur,Low
1247,Sarthak,Sachar,F,31,Shimla,High
1248,Sneha,Kata,F,29,Chennai,High
1249,Raghav,Aurora,F,22,Chandigarh,High
1250,Ekalinga,Kurian,M,47,Itanagar,Low
1251,Dominic,Basak,O,26,Shimla,Medium
1252,Aadi,Dube,O,48,Delhi,Low
1253,Tanveer,Krish,F,42,Delhi,Low
1254,Reva,Swamy,M,53,Kolkata,Medium
1255,Tripti,Dugar,F,58,Amaravati,Medium
1256,Sathvik,Nair,F,57,Chennai,High
1257,Vedhika,Keer,M,53,Kolkata,Medium
1258,Ojas,Maharaj,O,23,Amaravati,Medium
1259,Pooja,Ravi,M,19,Bhubaneswar,Medium
1260,Kiaan,Toor,F,22,Aizawl,Low
1261,Ridhi,Kanda,M,39,Kolkata,Low
1262,Isaiah,Dayal,O,48,Bhubaneswar,Low
1263,Pahal,Kakar,F,32,Mumbai,Low
1264,Naksh,Andra,O,35,Patna,Medium
1265,Arjun,Murty,O,34,Itanagar,Medium
1266,Rayaan,Garg,M,62,Shimla,Low
1267,Sara,Nori,M,50,Mumbai,Medium
1268,Fitan,Salvi,M,55,Shimla,High
1269,Dalaja,Vasa,F,34,Shillong,High
1270,Madhav,Raghavan,M,56,Ranchi,Low
1271,Manan,Sood,F,34,Gangtok,Medium
1272,Mitesh,Sha,M,18,Bhubaneswar,High
1273,Vrinda,Subramanian,O,19,Kohima,High
1274,Riya,Ravel,M,45,Srinagar,High
1275,Udant,Vaidya,O,59,Chandigarh,High
1276,Ronith,Shenoy,F,18,Amaravati,Medium
1277,Veda,Magar,M,57,Thiruvananthapuram,High
1278,Frado,Pradhan,M,32,Itanagar,High
1279,Wriddhish,Kumar,O,26,Ranchi,Low
1280,Viraj,Yohannan,M,43,Dehradun,Low
1281,Ayushman,Venkatesh,F,57,Raipur,High
1282,Omaja,Gandhi,F,27,Bhopal,Medium
1283,Thomas,Arora,O,23,Shillong,Medium
1284,Xalak,Banerjee,F,23,Kohima,Medium
1285,Aachal,Balay,F,42,Chennai,Low
1286,Falak,Bhatia,F,37,Chennai,High
1287,Jhalak,Pillai,O,46,Dispur,Low
1288,Ayush,Om,M,27,Bhubaneswar,Medium
1289,Amruta,Tiwari,O,21,Lucknow,High
1290,Prisha,Jayaraman,M,54,Kolkata,Low
1291,Bhavna,Grover,F,27,Kolkata,Low
1292,Gagan,Gulati,O,27,Dehradun,Low
1293,Warhi,Bansal,M,24,Delhi,High
1294,Atharv,Bhandari,M,56,Aizawl,Low
1295,Ekansh,Yohannan,O,60,Jaipur,Medium
1296,Ishanvi,Rattan,F,33,Chandigarh,Medium
1297,Eshana,Yohannan,M,63,Amaravati,Low
1298,Samar,Andra,O,22,Thiruvananthapuram,Medium
1299,Umang,Bora,F,31,Bengaluru,Medium
1300,Yadavi,Brar,O,57,Bengaluru,Low
1301,Jalsa,Dhawan,M,21,Delhi,High
1302,Upasna,Sarin,F,21,Ranchi,High
1303,Theodore,Babu,F,35,Patna,Medium
1304,Aadhya,Korpal,O,46,Chennai,High
1305,Anamika,Sundaram,F,62,Thiruvananthapuram,Medium
1306,Urvi,Sengupta,O,23,Amaravati,High
1307,Maya,Narasimhan,F,53,Delhi,High
1308,Kamya,Nath,M,63,Dehradun,Medium
1309,Abdul,Pall,M,61,Lucknow,High
1310,Abha,Parikh,F,56,Kolkata,Medium
1311,Nachiket,Parmer,F,54,Raipur,Medium
1312,Gunbir,Vohra,O,58,Kohima,Medium
1313,Sanya,Ghosh,F,29,Ranchi,Medium
1314,Vincent,Maharaj,O,63,Delhi,High
1315,Thomas,Parmar,M,58,Bengaluru,Medium
1316,George,Dube,F,59,Dehradun,Low
1317,Abhiram,Ratta,O,39,Kolkata,Medium
1318,Divya,Mahajan,F,63,Bengaluru,High
1319,Kabir,Tiwari,F,18,Bengaluru,Medium
1320,Madhavi,Kohli,M,48,Delhi,High
1321,Fariq,Sant,F,34,Kohima,Medium
1322,Gaurang,Venkatesh,F,55,Amaravati,High
1323,Oscar,Yogi,M,32,Bengaluru,Low
1324,Vedhika,Manda,M,55,Bengaluru,Low
1325,Qarin,Chahal,O,33,Gangtok,Medium
1326,Keya,Dhaliwal,O,56,Shimla,High
1327,Siddharth,Bava,O,36,Itanagar,Medium
1328,Januja,Grewal,F,55,Delhi,Medium
1329,Vidhi,Babu,M,39,Dispur,Low
1330,Elijah,Grover,M,25,Shimla,High
1331,Jagvi,Rajagopalan,M,31,Panaji,Medium
1332,Qushi,Gulati,O,21,Kohima,High
1333,Wishi,Chaudhuri,M,27,Jaipur,High
1334,Yashodhara,Rama,O,41,Bengaluru,Low
1335,Chaaya,Tailor,O,21,Kohima,Medium
1336,Eta,Dhingra,F,46,Patna,High
1337,Jeevika,Sandhu,F,46,Amaravati,Medium
1338,Dhruv,Divan,M,60,Kohima,Low
1339,Warjas,Halder,F,24,Delhi,Medium
1340,Chaaya,Mohanty,F,52,Gangtok,Low
1341,Maanav,Bava,M,62,Mumbai,Low
1342,Osha,Subramaniam,F,43,Hyderabad,Low
1343,Nandini,Srivastava,M,61,Imphal,Low
1344,Lekha,Dhaliwal,F,28,Kolkata,High
1345,Faras,Chowdhury,O,64,Kolkata,Medium
1346,Pranit,Bhargava,M,31,Srinagar,High
1347,Banjeet,Natarajan,O,40,Raipur,High
1348,Amruta,Prasad,O,38,Lucknow,High
1349,Sudiksha,Dixit,O,48,Ranchi,High
1350,Atharv,Saraf,F,65,Thiruvananthapuram,Medium
1351,Chaman,Johal,M,21,Amaravati,High
1352,Charan,Vaidya,F,38,Chennai,Low
1353,Eesha,Lalla,O,53,Jaipur,Low
1354,Gaurika,Dass,O,53,Jaipur,Medium
1355,Yash,Tandon,O,18,Itanagar,Medium
1356,Rudra,Dani,O,43,Chandigarh,Low
1357,Bhanumati,Prakash,F,21,Patna,Medium
1358,Orinder,Badal,M,41,Bhubaneswar,High
1359,Indrajit,Mahal,F,26,Gangtok,Medium
1360,Jasmit,Chowdhury,M,34,Chennai,Medium
1361,Jackson,Sankar,M,25,Itanagar,Low
1362,Baghyawati,Sahni,M,50,Panaji,Medium
1363,Rishi,Baria,F,43,Bhopal,Low
1364,Brijesh,Karnik,M,55,Bhopal,Low
1365,Hritik,Thakur,O,63,Lucknow,Low
1366,Tanish,Gupta,O,59,Lucknow,Low
1367,Yasti,Nadkarni,F,58,Shillong,Low
1368,Jagdish,Mann,M,50,Gangtok,Medium
1369,Hemani,Bakshi,M,19,Chennai,Medium
1370,Oscar,Nanda,M,36,Chandigarh,Low
1371,Lavanya,Sheth,M,58,Kolkata,Medium
1372,Avni,Sandhu,F,33,Dehradun,Medium
1373,Anirudh,Mistry,O,36,Jaipur,Low
1374,Aarini,Mohan,M,39,Dispur,High
1375,Yatan,Bhakta,F,45,Kohima,High
1376,Dalaja,Deshpande,M,51,Bhopal,High
1377,Lajita,Shroff,O,25,Mumbai,Medium
1378,Eshana,Natarajan,F,26,Chennai,High
1379,Eshana,Buch,F,39,Hyderabad,High
1380,Jeremiah,Sood,M,37,Shillong,Medium
1381,Jagrati,Trivedi,O,46,Patna,High
1382,Anvi,Sandhu,O,20,Amaravati,Low
1383,Vincent,Kapadia,O,26,Delhi,Low
1384,Vritti,Chand,M,34,Chennai,Low
1385,Wishi,Cherian,M,40,Mumbai,Medium
1386,Wridesh,Thaker,M,30,Patna,Medium
1387,Maanav,Chakrabarti,F,27,Imphal,High
1388,Gabriel,Shankar,O,46,Itanagar,Medium
1389,Yamini,Mahal,M,44,Srinagar,Low
1390,Upma,Korpal,O,34,Dehradun,High
1391,Tanish,Iyengar,O,48,Aizawl,High
1392,Amara,Shah,M,19,Hyderabad,Medium
1393,Aayush,Khare,M,63,Kohima,Low
1394,Ridhi,Prabhu,M,50,Aizawl,Medium
1395,Omaja,Nadkarni,O,58,Kohima,Low
1396,Zansi,Ramesh,O,44,Thiruvananthapuram,Low
1397,Ishita,Brahmbhatt,F,65,Shimla,Low
1398,Anthony,Murthy,O,56,Delhi,High
1399,Neha,Singhal,O,64,Kolkata,High
1400,Zinal,Sarma,F,62,Kohima,Medium
1401,Wazir,Kashyap,F,57,Hyderabad,Medium
1402,Jason,Karan,F,19,Srinagar,Low
1403,Faraj,Iyer,M,62,Dehradun,High
1404,Triya,Dyal,O,26,Itanagar,Medium
1405,Kai,Sodhi,M,40,Mumbai,High
1406,Oliver,Solanki,O,19,Amaravati,Low
1407,Nidra,Srinivas,F,38,Imphal,Low
1408,Wridesh,Borra,M,28,Bhopal,Medium
1409,Tara,Sankar,M,22,Bhubaneswar,Low
1410,Vedant,Golla,M,18,Srinagar,Medium
1411,Warda,Raghavan,O,61,Chennai,High
1412,Sara,Misra,O,47,Gandhinagar,High
1413,Samuel,Grover,M,46,Amaravati,Low
1414,Zashil,Dhillon,F,65,Itanagar,Low
1415,Arjun,Brar,M,55,Thiruvananthapuram,High
1416,Wridesh,Rout,F,27,Lucknow,High
1417,Hemangini,Ranganathan,F,49,Amaravati,Low
1418,Nachiket,Goyal,O,24,Mumbai,Low
1419,Xavier,Patla,M,59,Chandigarh,High
1420,Omkaar,Chada,F,48,Imphal,Low
1421,Jhalak,Wagle,M,27,Panaji,High
1422,Tamanna,Jha,O,55,Amaravati,Low
1423,Andrew,Srivastava,M,26,Ranchi,Medium
1424,Vansha,Johal,M,53,Thiruvananthapuram,Low
1425,Sai,Buch,O,24,Mumbai,High
1426,Jagat,Goda,O,45,Delhi,Medium
1427,Aarush,Vyas,O,62,Raipur,Low
1428,Jeevika,Goswami,F,22,Dehradun,High
1429,Amol,Bal,M,30,Amaravati,Low
1430,Varenya,Borah,F,23,Dispur,Low
1431,Imaran,Muni,M,52,Jaipur,Low
1432,Owen,Pant,O,52,Chennai,Medium
1433,Qasim,Dube,M,55,Shimla,High
1434,Watika,Tella,M,57,Kohima,Medium
1435,Victor,Mall,M,45,Mumbai,Low
1436,Veda,Krishnan,F,25,Raipur,High
1437,Anvi,Sachdeva,F,26,Gangtok,High
1438,Frederick,Dewan,M,56,Srinagar,Low
1439,Jeevika,Kurian,M,31,Lucknow,Medium
1440,Yuvraj,Sehgal,M,44,Raipur,High
1441,Urvashi,Choudhury,F,34,Shimla,Medium
1442,Advay,Mahal,O,62,Patna,Low
1443,Agastya,Reddy,M,60,Dispur,Low
1444,Neel,Wason,O,18,Hyderabad,High
1445,Janya,Shanker,F,40,Gangtok,Low
1446,Rishi,Balay,M,44,Dispur,High
1447,Anya,Deshmukh,M,41,Lucknow,High
1448,Omaja,Kurian,F,32,Lucknow,Low
1449,Bakhshi,Sheth,O,61,Mumbai,High
1450,Ishwar,Oza,O,44,Thiruvananthapuram,High
1451,Eesha,Kadakia,O,39,Delhi,Medium
1452,Widisha,Hegde,F,42,Mumbai,High
1453,Simon,Mitra,M,38,Gandhinagar,Medium
1454,Daniel,Joshi,M,46,Dispur,Medium
1455,Pooja,Ratti,O,26,Bhubaneswar,Low
1456,Avi,Kapadia,M,65,Hyderabad,Low
1457,Oviya,Kade,O,54,Bhopal,Medium
1458,Zilmil,Sur,O,61,Bhubaneswar,Medium
1459,Chameli,Sundaram,M,39,Lucknow,Medium
1460,Bhavika,Patel,F,50,Raipur,High
1461,Indira,Grover,F,48,Panaji,Low
1462,Qabil,Warrior,M,55,Amaravati,Low
1463,Arin,Raman,M,25,Agartala,Low
1464,Chaitanya,D’Alia,F,20,Hyderabad,High
1465,Jeevika,Kothari,M,49,Bhopal,High
1466,Saanvi,Bhagat,M,29,Agartala,Medium
1467,Chanakya,Bhagat,O,24,Mumbai,High
1468,Wyatt,Andra,M,48,Thiruvananthapuram,High
1469,Faras,Keer,M,31,Mumbai,Medium
1470,Lavanya,Bajwa,M,24,Jaipur,High
1471,Yashawini,Kata,O,38,Srinagar,High
1472,Harita,Prabhu,O,51,Gandhinagar,Low
1473,Leena,Dada,F,50,Kohima,High
1474,Charles,Sane,F,38,Ranchi,Low
1475,Jeremiah,Palan,F,29,Amaravati,Medium
1476,Isaac,Sheth,F,42,Raipur,Low
1477,Rohan,Raval,O,18,Aizawl,High
1478,Yasti,Srinivas,M,42,Bhopal,Low
1479,Bhavya,Nair,F,27,Amaravati,Medium
1480,Akshay,Dasgupta,O,48,Kolkata,High
1481,Chasmum,Deshmukh,O,30,Mumbai,High
1482,Arunima,Bhatnagar,F,54,Itanagar,Medium
1483,Jatin,Om,M,48,Patna,Medium
1484,Anvi,Ahluwalia,F,52,Mumbai,Low
1485,Bhavani,Narain,F,43,Dehradun,Medium
1486,Ubika,Ramanathan,F,25,Srinagar,Medium
1487,Jeremiah,Zachariah,O,61,Gangtok,Low
1488,Chaman,Raj,O,48,Raipur,High
1489,Orinder,Kapur,M,39,Chandigarh,Medium
1490,Ishanvi,Parsa,F,51,Amaravati,Medium
1491,Jalsa,Badami,M,26,Kohima,Low
1492,Radha,Sathe,M,25,Raipur,Medium
1493,Janaki,Sarna,O,61,Aizawl,Low
1494,Unnati,Srinivasan,F,37,Chandigarh,High
1495,Balhaar,Sastry,F,44,Mumbai,High
1496,Samesh,Shroff,F,56,Mumbai,High
1497,Aryan,Deshmukh,M,62,Lucknow,Low
1498,Omya,Atwal,M,60,Srinagar,Low
1499,Neelima,Bansal,F,63,Gandhinagar,Medium
1500,Ojas,Mitra,O,45,Aizawl,High
1501,Advaith,Dube,F,60,Gandhinagar,Low
1502,Mohini,Lanka,F,61,Jaipur,Medium
1503,Dalaja,Basu,F,21,Bengaluru,Medium
1504,Samesh,Mohan,O,42,Imphal,Medium
1505,Sneha,Ramaswamy,O,57,Lucknow,Low
1506,Niharika,Verma,O,29,Kolkata,High
1507,Oliver,Kar,F,59,Mumbai,Medium
1508,Manan,Gopal,O,35,Chandigarh,High
1509,Naksh,Natarajan,M,63,Chennai,Low
1510,Megha,Jaggi,O,33,Jaipur,Low
1511,Kamala,Sandal,F,54,Amaravati,High
1512,Vincent,Khanna,O,60,Agartala,High
1513,Qarin,Verma,O,55,Dispur,Low
1514,Abha,Tata,O,59,Thiruvananthapuram,Low
1515,Pushti,Bahl,O,62,Mumbai,Medium
1516,Ganga,Dayal,F,54,Hyderabad,Medium
1517,Ati,Sanghvi,O,57,Jaipur,Medium
1518,Yashvi,Yogi,O,32,Mumbai,Medium
1519,Ekaja,Madan,O,35,Shillong,Low
1520,Divya,Varghese,F,27,Chennai,Medium
1521,Bakhshi,Mane,M,51,Amaravati,High
1522,Niharika,Manda,M,59,Shillong,Medium
1523,Theodore,Rao,O,30,Jaipur,Low
1524,Qasim,Kurian,M,44,Bengaluru,Low
1525,William,Mishra,O,51,Gandhinagar,Medium
1526,Jhalak,Ratta,F,24,Agartala,Medium
1527,Dev,Oommen,O,24,Lucknow,Medium
1528,Inaya,Krish,O,42,Bengaluru,Medium
1529,Balvan,Bera,F,35,Thiruvananthapuram,High
1530,Manthan,Bhandari,F,47,Delhi,Medium
1531,Liam,D’Alia,O,31,Dispur,Medium
